AES_Time,RSA_Time
0.001489,0.054049
0.001737,0.104065
0.001373,0.059954
0.005858,0.058892
0.002055,0.053199
0.001325,0.062027
0.002165,0.061531
0.001684,0.050951
0.001387,0.052322
0.001686,0.073131
0.002319,0.054946
0.001512,0.05942
0.001253,0.061091
0.002187,0.050831
0.001285,0.054492
0.001453,0.052532
0.001328,0.049433
0.001254,0.054756
0.001661,0.063916
0.00228,0.054518
0.001875,0.062913
0.001991,0.050827
0.001264,0.048886
0.001416,0.050111
0.001525,0.062108
0.001873,0.065303
0.001723,0.055992
0.002073,0.06033
0.001747,0.053001
0.001359,0.048537
0.001267,0.047824
0.001358,0.049888
0.001301,0.04947
0.001262,0.066082
0.002391,0.051483
0.001343,0.059411
0.001644,0.064247
0.001777,0.060999
0.002049,0.054136
0.001501,0.052618
0.001355,0.059164
0.001934,0.0549
0.001426,0.059766
0.001858,0.057656
0.001639,0.056013
0.001444,0.061853
0.002331,0.06124
0.002068,0.058531
0.001857,0.051262
0.001307,0.062364
0.00217,0.054001
0.001558,0.051983
0.001386,0.051483
0.001305,0.050628
0.001331,0.052856
0.001476,0.056331
0.001515,0.059528
0.001896,0.068074
0.001757,0.052207
0.001337,0.056298
0.001577,0.060137
0.00214,0.059041
0.00178,0.059976
0.002033,0.058724
0.001607,0.090556
0.00224,0.067975
0.002599,0.059203
0.001959,0.057381
0.001754,0.053019
0.00142,0.052421
0.001421,0.053395
0.001693,0.064719
0.002221,0.065157
0.00211,0.064048
0.002061,0.055189
0.001517,0.057362
0.001702,0.058319
0.001825,0.063387
0.001903,0.063652
0.00197,0.217575
0.002136,0.060781
0.001759,0.062518
0.002193,0.05974
0.001825,0.060974
0.002067,0.059685
0.001888,0.053861
0.00145,0.056574
0.00165,0.052736
0.001334,0.062275
0.001904,0.064848
0.00235,0.063219
0.002032,0.053601
0.001345,0.092275
0.011702,0.051959
0.001406,0.072459
0.001953,0.057108
0.001706,0.056026
0.001551,0.055446
0.001605,0.06417
0.001917,0.061563
0.001946,0.064143
0.001987,0.060259
0.002007,0.052868
0.001414,0.063247
0.001714,0.062243
0.001787,0.06479
0.001908,0.052458
0.001429,0.073063
0.001808,0.058464
0.001686,0.0687
0.001642,0.080126
0.002047,0.058191
0.002341,0.058091
0.001706,0.056635
0.00183,0.074447
0.001697,0.089744
0.002055,0.064241
0.001912,0.053675
0.001545,0.063668
0.001643,0.086734
0.002011,0.083854
0.001834,0.05899
0.00192,0.057641
0.001803,0.060766
0.001886,0.062188
0.001925,0.061337
0.001904,0.051031
0.00134,0.051239
0.001278,0.061368
0.001895,0.052011
0.001398,0.050065
0.001732,0.062465
0.001887,0.059613
0.001974,0.063132
0.001752,0.054178
0.001488,0.054567
0.001632,0.059965
0.001904,0.064977
0.001894,0.058051
0.00196,0.073119
0.002085,0.06475
0.002089,0.06463
0.002099,0.063938
0.001891,0.054052
0.001655,0.065158
0.002117,0.06756
0.001826,0.05597
0.001786,0.059196
0.002095,0.051657
0.00145,0.051622
0.00153,0.062158
0.002085,0.055046
0.001845,0.052923
0.001355,0.052376
0.001542,0.059463
0.00184,0.063546
0.001934,0.057079
0.001782,0.054974
0.001724,0.062438
0.001962,0.06175
0.002219,0.064489
0.002213,0.054799
0.0016,0.054987
0.001607,0.052918
0.00156,0.062747
0.002035,0.059332
0.001958,0.060298
0.001875,0.058369
0.002158,0.05711
0.001887,0.057818
0.002087,0.05311
0.001506,0.093458
0.001965,0.05442
0.001608,0.051052
0.001572,0.058108
0.001632,0.057146
0.001656,0.066213
0.001961,0.059927
0.001812,0.056712
0.001815,0.057799
0.00167,0.063291
0.002297,0.06399
0.002147,0.056346
0.001663,0.054015
0.00138,0.054318
0.001478,0.06082
0.002058,0.063338
0.002028,0.06099
0.00202,0.059953
0.002049,0.059486
0.001812,0.062026
0.001876,0.064371
0.002023,0.066524
0.002131,0.067314
0.00238,0.061142
0.0021,0.06421
0.001888,0.089115
0.001873,0.064067
0.001868,0.067479
0.020533,0.065569
0.001868,0.098069
0.001989,0.057683
0.001828,0.064872
0.001911,0.063671
0.001924,0.062205
0.00182,0.058479
0.00178,0.076823
0.001908,0.061969
0.002144,0.058429
0.001657,0.066691
0.002623,0.049955
0.001269,0.067681
0.001646,0.061304
0.002066,0.062483
0.00176,0.051834
0.001392,0.056556
0.001614,0.056532
0.001418,0.062206
0.002018,0.057757
0.001556,0.06431
0.001528,0.06104
0.001757,0.059476
0.003117,0.051261
0.001391,0.084647
0.00236,0.062616
0.001945,0.062543
0.002031,0.053982
0.001397,0.050916
0.001333,0.060025
0.001974,0.157227
0.001933,0.059031
0.001976,0.085059
0.001846,0.142187
0.001575,0.061432
0.001923,0.063131
0.002064,0.051522
0.001335,0.052559
0.001419,0.087944
0.002126,0.062758
0.001746,0.063589
0.001916,0.071427
0.00213,0.051432
0.001352,0.049935
0.001283,0.059881
0.002273,0.062146
0.001732,0.051214
0.001454,0.052838
0.001471,0.062885
0.001868,0.056657
0.001523,0.050961
0.001379,0.051113
0.001271,0.056497
0.001757,0.062939
0.001863,0.061452
0.001857,0.062299
0.001986,0.06257
0.001914,0.055645
0.001767,0.057315
0.001635,0.06159
0.001813,0.060217
0.001717,0.062415
0.001919,0.059237
0.001891,0.086981
0.001844,0.061486
0.001753,0.091593
0.002139,0.056114
0.001624,0.056667
0.002014,0.054763
0.001643,0.055834
0.001448,0.060387
0.001882,0.060538
0.001682,0.053384
0.001489,0.054045
0.001791,0.061875
0.002002,0.06252
0.001933,0.051847
0.001584,0.053514
0.001716,0.06295
0.001598,0.061623
0.001832,0.067256
0.001879,0.055937
0.00185,0.05255
0.001496,0.055264
0.001627,0.060568
0.00184,0.058516
0.001669,0.060329
0.001949,0.052381
0.001605,0.054756
0.005168,0.051859
0.001361,0.054358
0.001627,0.056696
0.001925,0.061014
0.001981,0.057966
0.001908,0.061255
0.001675,0.063993
0.001895,0.065111
0.002423,0.054003
0.00144,0.061988
0.002218,0.061409
0.001928,0.052478
0.00145,0.053909
0.001524,0.053371
0.001443,0.056745
0.001625,0.056373
0.001798,0.063757
0.001906,0.054714
0.001743,0.06102
0.001874,0.061669
0.001918,0.062491
0.001948,0.061226
0.001904,0.06309
0.001832,0.056849
0.002241,0.056186
0.001551,0.062997
